STATUS,TABLE,FIELD,CHECK,CATEGORY,SUBCATEGORY,LEVEL,NOTES,DESCRIPTION,% RECORDS
PASS,VISIT_DETAIL,VISIT_DETAIL_TYPE_CONCEPT_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the VISIT_DETAIL_TYPE_CONCEPT_ID in the VISIT_DETAIL is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_DETAIL,VISIT_OCCURRENCE_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the VISIT_OCCURRENCE_ID in the VISIT_DETAIL is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,ADMITTED_FROM_CONCEPT_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the ADMITTED_FROM_CONCEPT_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
NOT APPLICABLE,VISIT_OCCURRENCE,CARE_SITE_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the CARE_SITE_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,DISCHARGED_TO_CONCEPT_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the DISCHARGED_TO_CONCEPT_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,PERSON_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the PERSON_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,PRECEDING_VISIT_OCCURRENCE_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the PRECEDING_VISIT_OCCURRENCE_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,PROVIDER_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the PROVIDER_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,VISIT_CONCEPT_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the VISIT_CONCEPT_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the VISIT_OCCURRENCE_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,VISIT_SOURCE_CONCEPT_ID,cdmDatatype,Conformance,Value,FIELD,None,A yes or no value indicating if the VISIT_SOURCE_CONCEPT_ID in the VISIT_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields. (Threshold=0%).,0%
PASS,CARE_SITE,CARE_SITE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the CARE_SITE_ID field of the CARE_SITE. (Threshold=0%).,0%
PASS,CONDITION_ERA,CONDITION_ERA_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the CONDITION_ERA_ID field of the CONDITION_ERA. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,CONDITION_OCCURRENCE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the CONDITION_OCCURRENCE_ID field of the CONDITION_OCCURRENCE. (Threshold=0%).,0%
NOT APPLICABLE,COST,COST_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the COST_ID field of the COST. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,DEVICE_EXPOSURE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the DEVICE_EXPOSURE_ID field of the DEVICE_EXPOSURE. (Threshold=0%).,0%
NOT APPLICABLE,DOSE_ERA,DOSE_ERA_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the DOSE_ERA_ID field of the DOSE_ERA. (Threshold=0%).,0%
PASS,DRUG_ERA,DRUG_ERA_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the DRUG_ERA_ID field of the DRUG_ERA. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,DRUG_EXPOSURE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the DRUG_EXPOSURE_ID field of the DRUG_EXPOSURE. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE,EPISODE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the EPISODE_ID field of the EPISODE. (Threshold=0%).,0%
PASS,LOCATION,LOCATION_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the LOCATION_ID field of the LOCATION. (Threshold=0%).,0%
PASS,MEASUREMENT,MEASUREMENT_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the MEASUREMENT_ID field of the MEASUREMENT. (Threshold=0%).,0%
NOT APPLICABLE,METADATA,METADATA_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the METADATA_ID field of the METADATA. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,NOTE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the NOTE_ID field of the NOTE. (Threshold=0%).,0%
NOT APPLICABLE,NOTE_NLP,NOTE_NLP_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the NOTE_NLP_ID field of the NOTE_NLP. (Threshold=0%).,0%
PASS,OBSERVATION,OBSERVATION_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the OBSERVATION_ID field of the OBSERVATION. (Threshold=0%).,0%
PASS,OBSERVATION_PERIOD,OBSERVATION_PERIOD_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the OBSERVATION_PERIOD_ID field of the OBSERVATION_PERIOD. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,PAYER_PLAN_PERIOD_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the PAYER_PLAN_PERIOD_ID field of the PAYER_PLAN_PERIOD. (Threshold=0%).,0%
PASS,PERSON,PERSON_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the PERSON_ID field of the PERSON. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_OCCURRENCE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the PROCEDURE_OCCURRENCE_ID field of the PROCEDURE_OCCURRENCE. (Threshold=0%).,0%
PASS,PROVIDER,PROVIDER_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the PROVIDER_ID field of the PROVIDER. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,SPECIMEN_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the SPECIMEN_ID field of the SPECIMEN. (Threshold=0%).,0%
PASS,VISIT_DETAIL,VISIT_DETAIL_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the VISIT_DETAIL_ID field of the VISIT_DETAIL. (Threshold=0%).,0%
PASS,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,isPrimaryKey,Conformance,Relational,FIELD,None,The number and percent of records that have a duplicate value in the VISIT_OCCURRENCE_ID field of the VISIT_OCCURRENCE. (Threshold=0%).,0%
NOT APPLICABLE,CARE_SITE,LOCATION_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the LOCATION_ID field in the CARE_SITE table that does not exist in the LOCATION table. (Threshold=0%).,0%
PASS,CARE_SITE,PLACE_OF_SERVICE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PLACE_OF_SERVICE_CONCEPT_ID field in the CARE_SITE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CDM_SOURCE,CDM_VERSION_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CDM_VERSION_CONCEPT_ID field in the CDM_SOURCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
ERROR,COHORT_DEFINITION,COHORT_DEFINITION_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the COHORT_DEFINITION_ID field in the COHORT_DEFINITION table that does not exist in the COHORT table. (Threshold=0%).,0%
ERROR,COHORT_DEFINITION,DEFINITION_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DEFINITION_TYPE_CONCEPT_ID field in the COHORT_DEFINITION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
ERROR,COHORT_DEFINITION,SUBJECT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SUBJECT_CONCEPT_ID field in the COHORT_DEFINITION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CONDITION_ERA,CONDITION_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CONDITION_CONCEPT_ID field in the CONDITION_ERA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CONDITION_ERA,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the CONDITION_ERA table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CONDITION_CONCEPT_ID field in the CONDITION_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,CONDITION_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CONDITION_SOURCE_CONCEPT_ID field in the CONDITION_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,CONDITION_STATUS_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CONDITION_STATUS_CONCEPT_ID field in the CONDITION_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,CONDITION_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CONDITION_TYPE_CONCEPT_ID field in the CONDITION_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the CONDITION_OCCURRENCE table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the CONDITION_OCCURRENCE table that does not exist in the PROVIDER table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the CONDITION_OCCURRENCE table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
PASS,CONDITION_OCCURRENCE,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the CONDITION_OCCURRENCE table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
NOT APPLICABLE,COST,COST_DOMAIN_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the COST_DOMAIN_ID field in the COST table that does not exist in the DOMAIN table. (Threshold=0%).,0%
NOT APPLICABLE,COST,COST_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the COST_TYPE_CONCEPT_ID field in the COST table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,COST,CURRENCY_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CURRENCY_CONCEPT_ID field in the COST table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,COST,DRG_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRG_CONCEPT_ID field in the COST table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,COST,REVENUE_CODE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the REVENUE_CODE_CONCEPT_ID field in the COST table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEATH,CAUSE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CAUSE_CONCEPT_ID field in the DEATH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEATH,CAUSE_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CAUSE_SOURCE_CONCEPT_ID field in the DEATH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEATH,DEATH_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DEATH_TYPE_CONCEPT_ID field in the DEATH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEATH,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the DEATH table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,DEVICE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DEVICE_CONCEPT_ID field in the DEVICE_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,DEVICE_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DEVICE_SOURCE_CONCEPT_ID field in the DEVICE_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,DEVICE_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DEVICE_TYPE_CONCEPT_ID field in the DEVICE_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the DEVICE_EXPOSURE table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the DEVICE_EXPOSURE table that does not exist in the PROVIDER table. (Threshold=0%).,0%
NOT APPLICABLE,DEVICE_EXPOSURE,UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_CONCEPT_ID field in the DEVICE_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,DEVICE_EXPOSURE,UNIT_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_SOURCE_CONCEPT_ID field in the DEVICE_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the DEVICE_EXPOSURE table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
PASS,DEVICE_EXPOSURE,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the DEVICE_EXPOSURE table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
NOT APPLICABLE,DOSE_ERA,DRUG_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRUG_CONCEPT_ID field in the DOSE_ERA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,DOSE_ERA,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the DOSE_ERA table that does not exist in the PERSON table. (Threshold=0%).,0%
NOT APPLICABLE,DOSE_ERA,UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_CONCEPT_ID field in the DOSE_ERA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_ERA,DRUG_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRUG_CONCEPT_ID field in the DRUG_ERA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_ERA,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the DRUG_ERA table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,DRUG_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRUG_CONCEPT_ID field in the DRUG_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,DRUG_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRUG_SOURCE_CONCEPT_ID field in the DRUG_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,DRUG_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRUG_TYPE_CONCEPT_ID field in the DRUG_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the DRUG_EXPOSURE table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the DRUG_EXPOSURE table that does not exist in the PROVIDER table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,ROUTE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the ROUTE_CONCEPT_ID field in the DRUG_EXPOSURE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the DRUG_EXPOSURE table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
PASS,DRUG_EXPOSURE,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the DRUG_EXPOSURE table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
PASS,DRUG_STRENGTH,AMOUNT_UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the AMOUNT_UNIT_CONCEPT_ID field in the DRUG_STRENGTH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_STRENGTH,DENOMINATOR_UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DENOMINATOR_UNIT_CONCEPT_ID field in the DRUG_STRENGTH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_STRENGTH,DRUG_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DRUG_CONCEPT_ID field in the DRUG_STRENGTH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_STRENGTH,INGREDIENT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the INGREDIENT_CONCEPT_ID field in the DRUG_STRENGTH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,DRUG_STRENGTH,NUMERATOR_UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the NUMERATOR_UNIT_CONCEPT_ID field in the DRUG_STRENGTH table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE,EPISODE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the EPISODE_CONCEPT_ID field in the EPISODE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE,EPISODE_OBJECT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the EPISODE_OBJECT_CONCEPT_ID field in the EPISODE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE,EPISODE_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the EPISODE_SOURCE_CONCEPT_ID field in the EPISODE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE,EPISODE_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the EPISODE_TYPE_CONCEPT_ID field in the EPISODE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the EPISODE table that does not exist in the PERSON table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE_EVENT,EPISODE_EVENT_FIELD_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the EPISODE_EVENT_FIELD_CONCEPT_ID field in the EPISODE_EVENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,EPISODE_EVENT,EPISODE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the EPISODE_ID field in the EPISODE_EVENT table that does not exist in the EPISODE table. (Threshold=0%).,0%
NOT APPLICABLE,FACT_RELATIONSHIP,DOMAIN_CONCEPT_ID_1,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DOMAIN_CONCEPT_ID_1 field in the FACT_RELATIONSHIP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,FACT_RELATIONSHIP,DOMAIN_CONCEPT_ID_2,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DOMAIN_CONCEPT_ID_2 field in the FACT_RELATIONSHIP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,FACT_RELATIONSHIP,RELATIONSHIP_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the RELATIONSHIP_CONCEPT_ID field in the FACT_RELATIONSHIP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,LOCATION,COUNTRY_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the COUNTRY_CONCEPT_ID field in the LOCATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,MEASUREMENT,MEAS_EVENT_FIELD_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the MEAS_EVENT_FIELD_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,MEASUREMENT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the MEASUREMENT_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,MEASUREMENT_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the MEASUREMENT_SOURCE_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,MEASUREMENT_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the MEASUREMENT_TYPE_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,OPERATOR_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the OPERATOR_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the MEASUREMENT table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,MEASUREMENT,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the MEASUREMENT table that does not exist in the PROVIDER table. (Threshold=0%).,0%
PASS,MEASUREMENT,UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,MEASUREMENT,UNIT_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_SOURCE_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,VALUE_AS_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VALUE_AS_CONCEPT_ID field in the MEASUREMENT table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,MEASUREMENT,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the MEASUREMENT table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
PASS,MEASUREMENT,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the MEASUREMENT table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
NOT APPLICABLE,METADATA,METADATA_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the METADATA_CONCEPT_ID field in the METADATA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,METADATA,METADATA_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the METADATA_TYPE_CONCEPT_ID field in the METADATA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,METADATA,VALUE_AS_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VALUE_AS_CONCEPT_ID field in the METADATA table that does not exist in the CONCEPT table. (Threshold=0%).,0%
